Identyfikator publiczny,Nazwa,Rodzaj obiektu,Opis ogolny,Gmina,Powiat,Wojewodztwo,Szerokosc geograficzna,Dlugosc geograficzna,Adres,Dostepnosc
OZO-0939642840A3,Miejsce ochronne,Obiekt ochrony ludności,,Radoszyce,pow. konecki,świętokrzyskie,51.0716451473326,20.2503066004493,"ul. Mickiewicza 5, Radoszyce",Na żądanie
OZO-F73DF8363393,Miejsce ochronne,Obiekt ochrony ludności,,Kłomnice,pow. częstochowski,śląskie,50.92015605956929,19.353992789983753,"ul. Częstochowska 76, Kłomnice",Na żądanie
OZO-7F6CD5A2118A,Miejsce ochronne,Obiekt ochrony ludności,,Krasocin,pow. włoszczowski,świętokrzyskie,50.86150872692356,20.19991926863865,"ul. Osiedlowa 16, Bukowa",Całodobowa
OZO-04BAAFD832FE,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8732789775131,20.6530367823137,"ul. Leszczyńska 67, Kielce",Na żądanie
OZO-8B218F4A785B,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8796796641422,20.6284194260104,"ul. Stefana Okrzei 40E, Kielce",Całodobowa
OZO-AA99244091F0,Miejsce ochronne,Obiekt ochrony ludności,,Pyskowice,pow. gliwicki,śląskie,50.4009442,18.62218302,"ul. Dąbrowskiego 1, Pyskowice",Całodobowa
OZO-BD1AA78BB056,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5901795373612,19.1591168688816,"ul. Cisowa 3, Łask",Na żądanie
OZO-8C6DC1C80770,Miejsce ochronne,Obiekt ochrony ludności,,Kazimierza Wielka,pow. kazimierski,świętokrzyskie,50.2680526548319,20.4831691934916,"ul. Partyzantów 29, Kazimierza Wielka",Określone godziny
OZO-A5287FEBF148,Miejsce ochronne,Obiekt ochrony ludności,,Skalbmierz,pow. kazimierski,świętokrzyskie,50.3184853165881,20.3892898814017,"ul. ppor. Sokoła 55a, Skalbmierz",Na żądanie
OZO-77A645876C0C,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.70938448,19.55292792,"ul. Gościniec 1, Łódź",Określone godziny
OZO-3A0F5F0FE1B7,Miejsce ochronne,Obiekt ochrony ludności,,Tomaszów Mazowiecki,pow. tomaszowski,łódzkie,51.5273338168317,20.0167833146938,"ul. Bohaterów 14 Brygady 17, Tomaszów Mazowiecki",Określone godziny
OZO-E4F08A79ED92,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.587895495354,19.1388001074182,"ul. Jana Pawła II 16, Łask",Na żądanie
OZO-EDD30C60E340,Miejsce ochronne,Obiekt ochrony ludności,,Rybnik,Rybnik,śląskie,50.0605859081228,18.4628056187774,"ul. Morcinka Gustawa 13, Rybnik",Na żądanie
OZO-8836B4127DBE,Miejsce ochronne,Obiekt ochrony ludności,,Ornontowice,pow. mikołowski,śląskie,50.16987118,18.75742064,"ul. Żabik 12, Ornontowice",Całodobowa
OZO-E78FABC5F648,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5883755318766,19.1366717587862,"ul. Curie-Skłodowskiej Marii 3, Łask",Na żądanie
OZO-60FD2D7C9E52,Miejsce ochronne,Obiekt ochrony ludności,,Strawczyn,pow. kielecki,świętokrzyskie,50.9222711029894,20.4327877477374,"ul. Osiedlowa 6, Promnik",Całodobowa
OZO-A01E4604B179,Miejsce ochronne,Obiekt ochrony ludności,,Chęciny,pow. kielecki,świętokrzyskie,50.8039648301524,20.4502586907125,"Osiedle Sosnówka 2, Chęciny",Całodobowa
OZO-550F794B142E,Miejsce ochronne,Obiekt ochrony ludności,,Ruda Śląska,Ruda Śląska,śląskie,50.27445946,18.89684673,"ul. Plebiscytowa 18, Ruda Śląska",Całodobowa
OZO-7D008B792D31,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7588684,19.4369668,"ul. Karolewska 30/34, Łódź",Określone godziny
OZO-E7BD8A820778,Miejsce ochronne,Obiekt ochrony ludności,,Myślenice,pow. myślenicki,małopolskie,49.8349729522469,19.9388303121376,"ul. Rynek 3, Myślenice",Na żądanie
OZO-DDD57413E85A,Miejsce ochronne,Obiekt ochrony ludności,,Kędzierzyn-Koźle,pow. kędzierzyńsko-kozielski,opolskie,50.352025924126615,18.123675584793094,"ul. Baczyńskiego Krzysztofa Kamila 1, Kędzierzyn-Koźle",Na żądanie
OZO-5B490CD4D35E,Miejsce ochronne,Obiekt ochrony ludności,,Kazimierza Wielka,pow. kazimierski,świętokrzyskie,50.2692317785049,20.4820671013767,"ul. Partyzantów 23, Kazimierza Wielka",Na żądanie
OZO-351AC24C3522,Miejsce ochronne,Obiekt ochrony ludności,,Ornontowice,pow. mikołowski,śląskie,50.17068927,18.7744806,"ul. Akacjowa 6, Ornontowice",Na żądanie
OZO-D70F13D5A643,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8619634574977,20.5983133804968,"ul. Jagiellońska 92, Kielce",Całodobowa
OZO-73E893B16BE5,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5885960597492,19.1369689810728,"ul. Curie-Skłodowskiej Marii 5, Łask",Na żądanie
OZO-5241CEA7B58D,Miejsce ochronne,Obiekt ochrony ludności,,Jaworzno,Jaworzno,śląskie,50.22990999,19.23958862,"ul. Partyzantów 24-30, Jaworzno",Na żądanie
OZO-F95E464AC5A2,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.26345897,19.01367263,"ul. Mickiewicza Adama 29, Katowice",Całodobowa
OZO-7C4F9C9F29C4,Miejsce ochronne,Obiekt ochrony ludności,,Mikołów,pow. mikołowski,śląskie,50.1649178,18.90144296,"ul. Bandurskiego ks. bp. 5, Mikołów",Na żądanie
OZO-25CDDA175D9C,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5896869697652,19.1260755584658,"ul. Macieja Józefa Kononowicza 5, Łask",Na żądanie
OZO-958233BAEC6E,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.2371070373694,18.9922171258412,"ul. Połomińska 21, Katowice",Na żądanie
OZO-5A41E118D581,Miejsce ochronne,Obiekt ochrony ludności,,Strawczyn,pow. kielecki,świętokrzyskie,50.9234006418105,20.429207880356,"ul. Szkolna 10, Promnik",Określone godziny
OZO-8A3640459A1A,Miejsce ochronne,Obiekt ochrony ludności,,Cieszyn,pow. cieszyński,śląskie,49.750337649438265,18.63695785403252,"ul. Hajduka Feliksa 17, Cieszyn",Na żądanie
OZO-05FA90468A38,Miejsce ochronne,Obiekt ochrony ludności,,Jaworzno,Jaworzno,śląskie,50.19657882,19.2779723,"ul. Sportowa 7, Jaworzno",Na żądanie
OZO-72A73E3EFCCD,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7424220555375,19.4106649748327,"ul. Przełajowa 22, Łódź",Na żądanie
OZO-F7B174AAC5C2,Miejsce ochronne,Obiekt ochrony ludności,,Miedziana Góra,pow. kielecki,świętokrzyskie,50.9798958729064,20.5319147435591,"ul. St. Staszica 10, Ćmińsk",Całodobowa
OZO-857EC7615B45,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5853209996047,19.1344455308017,"ul. Pułaskiego Kazimierza 3, Łask",Na żądanie
OZO-7865E78759CF,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7467096096883,19.4105319103116,"ul. Heleny Marusarzówny 6, Łódź",Na żądanie
OZO-DEA27439A99B,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8355393936869,20.5374174249461,"ul. Krakowska 360, Kielce",Całodobowa
OZO-25952929E657,Miejsce ochronne,Obiekt ochrony ludności,,Skawina,pow. krakowski,małopolskie,49.97162881113052,19.833683073520664,"ul. Wesoła 10, Skawina",Całodobowa
OZO-9A7246A4E08A,Miejsce ochronne,Obiekt ochrony ludności,,Stawiszyn,pow. kaliski,wielkopolskie,51.9486340877031,18.1438162761274,"60, Zbiersk-Cukrownia",Na żądanie
OZO-4D60BEBE261E,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5884965773663,18.9306529788767,"ul. Chełmońskiego Józefa 11, Zduńska Wola",Na żądanie
OZO-F4DEDBE840B5,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8616836452243,20.5947682500646,"ul. Krakowska 72, Kielce",Całodobowa
OZO-63B882DB05BF,Miejsce ochronne,Obiekt ochrony ludności,,Łaziska Górne,pow. mikołowski,śląskie,50.15268384,18.83847228,"ul. Chopina 11B, Łaziska Górne",Określone godziny
OZO-22AF605B2CAC,Miejsce ochronne,Obiekt ochrony ludności,,Tychy,Tychy,śląskie,50.10624316,18.97671526,"al. Aleja Bielska 127, Tychy",Całodobowa
OZO-C01029B624ED,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7026142085449,19.4796029103359,"ul. Rzgowska 305, Łódź",Na żądanie
OZO-6636186C5B17,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8649530678071,20.634863498638,"ul. Stefana Żeromskiego 28A, Kielce",Określone godziny
OZO-E6DCBC1A36F2,Miejsce ochronne,Obiekt ochrony ludności,,Chmielnik,pow. kielecki,świętokrzyskie,50.6169712918889,20.7464771162469,"ul. Piastów 15, Chmielnik",Całodobowa
OZO-97B5DBC0D735,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5870710595445,19.138886658302,"pl. Plac Lotników Łaskich 1, Łask",Na żądanie
OZO-7BE0A04FBA0C,Miejsce ochronne,Obiekt ochrony ludności,,Tomaszów Mazowiecki,pow. tomaszowski,łódzkie,51.5238362938071,20.0019068163269,"ul. Smugowa 13-23A, Tomaszów Mazowiecki",Określone godziny
OZO-411D03492E7C,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.589509494195,18.9314760166767,"ul. Chełmońskiego Józefa 10, Zduńska Wola",Na żądanie
OZO-59CC24B4F296,Miejsce ochronne,Obiekt ochrony ludności,,Lublin,Lublin,lubelskie,51.2673528731183,22.5267676182682,"ul. Relaksowa 24, Lublin",Na żądanie
OZO-CB33CDB819F6,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7678428257657,19.4661253395418,"ul. Płk Jana Kilińskiego 74, Łódź",Całodobowa
OZO-223CCB5B3DA3,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.258939,19.0455781,"ul. 1 Maja 47, Katowice",Na żądanie
OZO-2B141D803753,Miejsce ochronne,Obiekt ochrony ludności,,Myślenice,pow. myślenicki,małopolskie,49.8304157191098,19.9339655134519,"ul. ppłk. Jana Dunin-Brzezińskiego 9A, Myślenice",Na żądanie
OZO-8048FF2D48C9,Miejsce ochronne,Obiekt ochrony ludności,,Radzionków,pow. tarnogórski,śląskie,50.40321351,18.90579769,"ul. Knosały ks. dr. Józefa 2, Radzionków",Na żądanie
OZO-ED280A9E2509,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5870012053509,19.1349419246277,"ul. Jana Pawła II 9, Łask",Na żądanie
OZO-ED7C7056BE99,Miejsce ochronne,Obiekt ochrony ludności,,Tomaszów Mazowiecki,pow. tomaszowski,łódzkie,51.531550162225,20.0161300584249,"ul. Browarna 9, Tomaszów Mazowiecki",Określone godziny
OZO-BAE9523AAA7C,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5926252246777,18.9310726335274,"ul. Tuwima Juliana 3, Zduńska Wola",Na żądanie
OZO-6B9D615BE454,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8854558658794,20.5775625373805,"ul. Kazimierza Kaznowskiego 11A, Kielce",Całodobowa
OZO-FDA47CAB6708,Miejsce ochronne,Obiekt ochrony ludności,,Rybnik,Rybnik,śląskie,50.09970052651724,18.555079616363614,"ul. Długosza 4, Rybnik",Na żądanie
OZO-5590D408F625,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.2527106195405,19.0402422838487,"ul. Gen. Kazimierza Pułaskiego 27B, Katowice",Całodobowa
OZO-DE58CEAAEDFD,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7372194014743,19.5255140720299,"ul. Lodowa 96, Łódź",Całodobowa
OZO-801340A6626B,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.2548818757082,19.0083511075975,"ul. Raciborska 3, Katowice",Określone godziny
OZO-5C5D87D62139,Miejsce ochronne,Obiekt ochrony ludności,,Ruda Śląska,Ruda Śląska,śląskie,50.30924581,18.86054698,"ul. Norwida Cypriana 21, Ruda Śląska",Całodobowa
OZO-708AF2BE1C87,Miejsce ochronne,Obiekt ochrony ludności,,Krasocin,pow. włoszczowski,świętokrzyskie,50.86271497541977,20.198872549897487,"ul. Szkolna 6, Bukowa",Całodobowa
OZO-14B06D02663F,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.6014526567465,18.9444820227544,"ul. Inżynierska 1-3, Zduńska Wola",Na żądanie
OZO-8D37151111D8,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7493019959653,19.4063630138554,"ul. Retkińska 95C, Łódź",Na żądanie
OZO-F31F7896A737,Miejsce ochronne,Obiekt ochrony ludności,,Rybnik,Rybnik,śląskie,50.09059878032124,18.54446261844266,"ul. Maja 3 27, Rybnik",Określone godziny
OZO-9CE206E4DD58,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.2371272483686,18.9918518220246,"ul. Połomińska 23, Katowice",Na żądanie
OZO-B59BD5782276,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7798961652151,19.4768404774368,"ul. Wierzbowa 9, Łódź",Na żądanie
OZO-101163BA6259,Miejsce ochronne,Obiekt ochrony ludności,,Bochnia,pow. bocheński,małopolskie,49.96774198601001,20.441816300153736,"ul. Brzeźnicka 17, Bochnia",Całodobowa
OZO-6CCB0CAF6E65,Miejsce ochronne,Obiekt ochrony ludności,,Zagnańsk,pow. kielecki,świętokrzyskie,50.9446448668182,20.6910265206538,"117, Kajetanów",Określone godziny
OZO-D3AAE1689689,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Gliwice,śląskie,50.2771209,18.67089446,"ul. Asnyka Adama 3, Gliwice",Całodobowa
OZO-B71BD9EEA96E,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7216810266123,19.4702841618426,"ul. Przedświt 6, Łódź",Całodobowa
OZO-5CE8595B9FCD,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8819427345367,20.6232529568254,"ul. Zagnańska 27, Kielce",Określone godziny
OZO-86681930BEFD,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5895338999991,19.1493719999997,"ul. Inki-Danuty Siedzikówny 1, Łask",Określone godziny
OZO-FA8CD0A01D19,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5981732830075,18.9467730955275,"ul. Szkolna 10B, Zduńska Wola",Na żądanie
OZO-9759F9ED1E7B,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5922283023787,18.9288578084339,"ul. Baczyńskiego Krzysztofa Kamila 8, Zduńska Wola",Na żądanie
OZO-BB84C80CB153,Miejsce ochronne,Obiekt ochrony ludności,,Ostrów Wielkopolski,pow. ostrowski,wielkopolskie,51.65718404,17.81397594,"ul. Warszawskiego ks. Józefa 14, Ostrów Wielkopolski",Na żądanie
OZO-07775B93360F,Miejsce ochronne,Obiekt ochrony ludności,,Końskie,pow. konecki,świętokrzyskie,51.1913538619919,20.4064712980979,"ul. Marszałka Piłsudskiego 13, Końskie",Na żądanie
OZO-925F69997A3D,Miejsce ochronne,Obiekt ochrony ludności,,Nowe Miasto nad Pilicą,pow. grójecki,mazowieckie,51.6183189229314,20.5891671373617,"ul. Szkolna 4, Nowe Miasto nad Pilicą",Na żądanie
OZO-D75539C320AB,Miejsce ochronne,Obiekt ochrony ludności,,Morawica,pow. kielecki,świętokrzyskie,50.77343747,20.57640358,"ul. Szkolna 3, Brzeziny",Na żądanie
OZO-F2211DCF9E4B,Miejsce ochronne,Obiekt ochrony ludności,,Radoszyce,pow. konecki,świętokrzyskie,51.02654896450007,20.359256565570835,"39, Kłucko-Kolonia",Na żądanie
OZO-0B893AFAA369,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.591171332508,18.9284020737867,"ul. Krzysztofa Kamila Baczyńskiego 9, Zduńska Wola",Na żądanie
OZO-33407916075B,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.60680044624644,18.93229722976685,"ul. Łódzka 14, Zduńska Wola",Na żądanie
OZO-FB98EDE2DB7D,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5906092968327,18.9284706360423,"ul. Bogusławskiego Wojciecha 7, Zduńska Wola",Na żądanie
OZO-CE081F7DDD19,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5914112078629,18.92783932642,"ul. Baczyńskiego Krzysztofa Kamila 12, Zduńska Wola",Na żądanie
OZO-4A146E786BFF,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.59169580358928,18.92767041921616,"ul. Ludwika Solskiego 2, Zduńska Wola",Na żądanie
OZO-6D00A32A6D34,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5929435699755,18.9322769880517,"ul. Staffa Leopolda 2, Zduńska Wola",Na żądanie
OZO-C7CAA6AF627E,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.59220237202119,18.928281962871555,"ul. Zamenhofa Ludwika 1, Zduńska Wola",Na żądanie
OZO-78A1F009EE68,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5914941866433,18.9271338895845,"ul. Bogusławskiego Wojciecha 1, Zduńska Wola",Na żądanie
OZO-D9F8575946DF,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5938225607678,18.9300738549446,"ul. Jaracza Stefana 1, Zduńska Wola",Na żądanie
OZO-55082650B732,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5935983677631,18.9295276352543,"ul. Iwaszkiewicza Jarosława 3, Zduńska Wola",Na żądanie
OZO-C72807C5636E,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7043052026341,19.4741697182409,"ul. Leszczyńskiej Stanisławy 6/8, Łódź",Całodobowa
OZO-ADB23D666CFB,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5905861884566,18.9280876219387,"ul. Bogusławskiego Wojciecha 4, Zduńska Wola",Na żądanie
OZO-C8377A96D7A4,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.6065098560751,18.9510326520392,"ul. Jana III Sobieskiego 14, Zduńska Wola",Na żądanie
OZO-83870A0FAB78,Miejsce ochronne,Obiekt ochrony ludności,,Włoszczowa,pow. włoszczowski,świętokrzyskie,50.84988227727616,19.976534843444828,"ul. Wiśniowa 17, Włoszczowa",Całodobowa
OZO-D0AC67CCCFC5,Miejsce ochronne,Obiekt ochrony ludności,,Radzionków,pow. tarnogórski,śląskie,50.40328256,18.90552904,"ul. Knosały ks. dr. Józefa 4, Radzionków",Na żądanie
OZO-A24D8C469BB3,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.78799047,19.38231863,"ul. Kaczeńcowa 2E, Łódź",Na żądanie
OZO-6C74B9DE87B0,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.6014779949899,18.9438846809793,"pl. Krakowski 4, Zduńska Wola",Na żądanie
OZO-93F492AB7B43,Miejsce ochronne,Obiekt ochrony ludności,,Zduńska Wola,pow. zduńskowolski,łódzkie,51.5769521215712,19.0040020730301,"ul. 1 Maja 12, Zduńska Wola",Na żądanie
OZO-74EE9C3DCD21,Miejsce ochronne,Obiekt ochrony ludności,,Olkusz,pow. olkuski,małopolskie,50.26792538,19.57703844,"ul. Strzelców Olkuskich 7a, Olkusz",Na żądanie
OZO-7545B0EEB32C,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7522058978887,19.4240609294239,"ul. Wileńska 22A, Łódź",Określone godziny
OZO-7AB24FC42F66,Miejsce ochronne,Obiekt ochrony ludności,,Kłobuck,pow. kłobucki,śląskie,50.9066984,18.94164631,"ul. Rómmla gen. 12, Kłobuck",Całodobowa
OZO-0A9008DF80D3,Miejsce ochronne,Obiekt ochrony ludności,,Jędrzejów,pow. jędrzejowski,świętokrzyskie,50.6472069514001,20.2915789158665,"ul. Armii Krajowej 1, Jędrzejów",Na żądanie
OZO-694BCEDD26EC,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7057929079428,19.4728279579825,"ul. Leszczyńskiej Stanisławy 2, Łódź",Całodobowa
OZO-6AEDE3A007EA,Miejsce ochronne,Obiekt ochrony ludności,,Lublin,Lublin,lubelskie,51.2508726999991,22.5436533999996,"ul. Stanisława Leszczyńskiego 58a, Lublin",Całodobowa
OZO-44E9138BC6FA,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8421310418534,20.6244262970761,"ul. Księdza Piotra Ściegiennego 165A, Kielce",Całodobowa
OZO-2133A074EDF3,Miejsce ochronne,Obiekt ochrony ludności,,Słupia Konecka,pow. konecki,świętokrzyskie,51.012601526359,20.1402278889114,"30a, Słupia",Określone godziny
OZO-4EEDAFBEECBD,Miejsce ochronne,Obiekt ochrony ludności,,Ruda Maleniecka,pow. konecki,świętokrzyskie,51.1474565661625,20.21769969473,"99A, Ruda Maleniecka",Określone godziny
OZO-E1D31DAC29A0,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5861367999991,19.1364738999997,"ul. Walerego Wróblewskiego 5a, Łask",Na żądanie
OZO-B4ED5C606D5A,Miejsce ochronne,Obiekt ochrony ludności,,Namysłów,pow. namysłowski,opolskie,51.0766865585069,17.7921371290786,"58, Rychnów",Całodobowa
OZO-7C385C9164BE,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.88255731,20.5731554,"al. Szajnowicza-Iwanowa Jerzego 27A, Kielce",Całodobowa
OZO-6CEE77C42AEE,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.878266922604,20.6375550598496,"ul. Lotnicza 6, Kielce",Całodobowa
OZO-EACC7D3B1D72,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7548253107816,19.417308345437,"ul. Wileńska 53/55, Łódź",Na żądanie
OZO-16E360937353,Miejsce ochronne,Obiekt ochrony ludności,,Kraków,Kraków,małopolskie,50.0821054854086,20.0376147821495,"Osiedle Krakowiaków 45a, Kraków",Na żądanie
OZO-1AD4E3DA823B,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.8844565783126,20.6293719148189,"ul. Zagnańska 78A, Kielce",Całodobowa
OZO-ED61F8C1233A,Miejsce ochronne,Obiekt ochrony ludności,,Rędziny,pow. częstochowski,śląskie,50.864802910857854,19.231340736150745,"ul. Mickiewicza Adama 2, Rędziny",Na żądanie
OZO-AEA79A633BA2,Miejsce ochronne,Obiekt ochrony ludności,,Namysłów,pow. namysłowski,opolskie,51.07357161,17.71032211,"ul. Reymonta Władysława Stanisława 10, Namysłów",Całodobowa
OZO-F995792A38A7,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7215358939588,19.4729716514577,"ul. Gładka 18, Łódź",Całodobowa
OZO-95F9498D0EBF,Miejsce ochronne,Obiekt ochrony ludności,,Kielce,Kielce,świętokrzyskie,50.87904465008932,20.577156564233213,"ul. Piekoszowska 203, Kielce",Całodobowa
OZO-539155DB9460,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5881370494615,19.1617837330654,"ul. Jodłowa 5, Łask",Na żądanie
OZO-58510A6B7244,Miejsce ochronne,Obiekt ochrony ludności,,Nowe Miasto nad Pilicą,pow. grójecki,mazowieckie,51.6186947296225,20.56232587804,"ul. Tomaszowska 42/13, Nowe Miasto nad Pilicą",Na żądanie
OZO-72AB75566C8D,Miejsce ochronne,Obiekt ochrony ludności,,Kraków,Kraków,małopolskie,50.03633142,20.00057539,"ul. Bagrowa 21, Kraków",Na żądanie
OZO-F1B6EB81FE90,Miejsce ochronne,Obiekt ochrony ludności,,Nowe Miasto nad Pilicą,pow. grójecki,mazowieckie,51.6169915357591,20.5609675374029,"ul. Tomaszowska 49, Nowe Miasto nad Pilicą",Na żądanie
OZO-D3A3FEB09BD6,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5892747424493,19.1605787906612,"ul. Cisowa 2, Łask",Na żądanie
OZO-5073932F8E19,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Łódź,łódzkie,51.7556174419624,19.5356579683721,"ul. Aleksandra Puszkina 18, Łódź-Widzew",Na żądanie
OZO-411DA3A55878,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.588721765259,19.1260154772458,"ul. Macieja Józefa Kononowicza 1, Łask",Na żądanie
OZO-427D2BABCC4D,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5886207991161,19.1263221105177,"ul. Macieja Józefa Kononowicza 2, Łask",Na żądanie
OZO-62E7781F2C95,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7188833637613,19.4799956679632,"ul. Białostocka 31, Łódź",Na żądanie
OZO-8A72A0B79F6F,Miejsce ochronne,Obiekt ochrony ludności,,Łask,pow. łaski,łódzkie,51.5893765825729,19.1594303861071,"ul. Jarzębinowa 4, Łask",Na żądanie
OZO-7797F16ECB5B,Miejsce ochronne,Obiekt ochrony ludności,,Olkusz,pow. olkuski,małopolskie,50.2744526914737,19.5793431884892,"ul. Korczaka Janusza 1, Olkusz",Na żądanie
OZO-2A0BD8DFEC95,Miejsce ochronne,Obiekt ochrony ludności,,Łódź,Łódź,łódzkie,51.7288318342028,19.4553239269836,"ul. Antoniego Wiwulskiego 13, Łódź",Całodobowa
OZO-D049AE012217,Miejsce ochronne,Obiekt ochrony ludności,,Katowice,Katowice,śląskie,50.2546554006137,19.0265945560588,"ul. Henryka Dąbrowskiego 25, Katowice",Całodobowa
