Identyfikator publiczny,Nazwa,Rodzaj obiektu,Opis ogolny,Gmina,Powiat,Wojewodztwo,Szerokosc geograficzna,Dlugosc geograficzna,Adres,Dostepnosc
OZO-008C29B220BC,Miejsce ochronne,Obiekt ochrony ludności,,Orneta,pow. lidzbarski,warmińsko-mazurskie,54.11563025982281,20.135587319285822,"ul. Kopernika 9, Orneta",Na żądanie
OZO-049E155013B9,Miejsce ochronne,Obiekt ochrony ludności,,Osie,pow. świecki,kujawsko-pomorskie,53.5966995222371,18.345463592484,"ul. Kościelna 6, Osie",Na żądanie
OZO-8302B3EFEDA1,Miejsce ochronne,Obiekt ochrony ludności,,Kutno,pow. kutnowski,łódzkie,52.242740871005665,19.351419210433964,"ul. Generała Władysława Andersa 1, Kutno",Na żądanie
OZO-D1CB072AF3FB,Miejsce ochronne,Obiekt ochrony ludności,,Sztutowo,pow. nowodworski,pomorskie,54.32918529,19.17306056,"ul. Szkolna 13, Sztutowo",Na żądanie
OZO-E2C7B5C9A141,Miejsce ochronne,Obiekt ochrony ludności,,Dąbie,pow. kolski,wielkopolskie,52.09141639946354,18.82326328034306,"ul. Emilii Plater 1, Dąbie",Określone godziny
OZO-7286828DE19E,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2067749713801,20.997265577316288,"ulica Biały Kamień 8E, Mokotów",Na żądanie
OZO-48FF3492AE6D,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.3536033434021,18.6460006795927,"ul. Wały Jagiellońskie 38, Gdańsk",Na żądanie
OZO-CD96A0B3A95F,Miejsce ochronne,Obiekt ochrony ludności,,Braniewo,pow. braniewski,warmińsko-mazurskie,54.3718615196249,19.8268841682839,"ul. gen. Grota Roweckiego 38, Braniewo",Na żądanie
OZO-86B03E6F738C,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.3293302479802,18.6036584054137,"ul. Anny Jagiellonki 20, Gdańsk",Na żądanie
OZO-B03C5877568A,Miejsce ochronne,Obiekt ochrony ludności,,Świekatowo,pow. świecki,kujawsko-pomorskie,53.3854876423512,18.16141654865,"47, Stążki",Na żądanie
OZO-83192DC96435,Miejsce ochronne,Obiekt ochrony ludności,,Słupca,pow. słupecki,wielkopolskie,52.2930677804598,17.8772483104268,"ul. Elizy Orzeszkowej 3, Słupca",Całodobowa
OZO-E2AE1372C905,Miejsce ochronne,Obiekt ochrony ludności,,Golub-Dobrzyń,pow. golubsko-dobrzyński,kujawsko-pomorskie,53.1102479356854,19.0525975818991,"ul. Kilińskiego 2, Golub-Dobrzyń",Określone godziny
OZO-3DFF2CE354AC,Miejsce ochronne,Obiekt ochrony ludności,,Wodynie,pow. siedlecki,mazowieckie,52.013080177842156,21.920802444219593,"ul. Siedlecka 11, Seroczyn",Na żądanie
OZO-B8520E48A5B1,Miejsce ochronne,Obiekt ochrony ludności,,Nowy Dwór Mazowiecki,pow. nowodworski,mazowieckie,52.42922977,20.71502516,"ul. Juliusza Słowackiego 6, Nowy Dwór Mazowiecki",Określone godziny
OZO-B5DF1F5FD703,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.33005281927377,18.580048084259037,"ul. Częstochowska 41, Gdańsk",Na żądanie
OZO-BB3F562F3E6D,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.3295121771887,18.6068271000901,"ul. Wawelska 15, Gdańsk",Na żądanie
OZO-3CF8A2EA2860,Miejsce ochronne,Obiekt ochrony ludności,,Turek,pow. turecki,wielkopolskie,52.01929954,18.48975502,"ul. Spółdzielców 24, Turek",Na żądanie
OZO-6114DD1169E1,Miejsce ochronne,Obiekt ochrony ludności,,Braniewo,pow. braniewski,warmińsko-mazurskie,54.37229138,19.8260083709262,"ul. gen. Grota Roweckiego 31, Braniewo",Na żądanie
OZO-9FFE80A4235E,Miejsce ochronne,Obiekt ochrony ludności,,Rypin,pow. rypiński,kujawsko-pomorskie,53.0629675477105,19.4191310831435,"ul. ks. Cz. Lissowskiego 4, Rypin",Całodobowa
OZO-5AFA1E21193E,Miejsce ochronne,Obiekt ochrony ludności,,Braniewo,pow. braniewski,warmińsko-mazurskie,54.3723432963856,19.8276668763645,"ul. gen. Grota Roweckiego 44, Braniewo",Na żądanie
OZO-6FAE3C3CC2E7,Miejsce ochronne,Obiekt ochrony ludności,,Golub-Dobrzyń,pow. golubsko-dobrzyński,kujawsko-pomorskie,53.1480986248892,19.1356693514912,"2, Kujawa",Na żądanie
OZO-F10563A6EDF6,Miejsce ochronne,Obiekt ochrony ludności,,Gdynia,Gdynia,pomorskie,54.486843271499964,18.427773714065555,"ul. Stanisława Filipkowskiego 2, Gdynia",Całodobowa
OZO-53C6F638A72E,Miejsce ochronne,Obiekt ochrony ludności,,Gdynia,Gdynia,pomorskie,54.4937439185854,18.5418352336427,"ul. Legionów 119A, Redłowo",Całodobowa
OZO-DBC7B78B3321,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.3535676,18.6580837,"ul. Targ Rybny 1, Gdańsk",Całodobowa
OZO-4782EF230151,Miejsce ochronne,Obiekt ochrony ludności,,Gdynia,Gdynia,pomorskie,54.481273030155,18.5527479828115,"ul. Józefa Kiedronia 5, Gdynia",Całodobowa
OZO-74CA7F446E69,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.357971965502,18.6291008343124,"ul. marsz. Ferdynanda Focha 21, Gdańsk",Na żądanie
OZO-04C662EC7318,Miejsce ochronne,Obiekt ochrony ludności,,Dąbie,pow. kolski,wielkopolskie,52.08752342238572,18.819739891017043,"ul. Maja 3 3A, Dąbie",Całodobowa
OZO-9D8BCA08E5AD,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.2971096425435,18.6085531110644,"ul. Kazimierza Wielkiego 91, Gdańsk",Na żądanie
OZO-07A889278C01,Miejsce ochronne,Obiekt ochrony ludności,,Łęczyca,pow. łęczycki,łódzkie,52.0583187640034,19.2019102300247,"ul. Tadeusza Kościuszki 1, Łęczyca",Określone godziny
OZO-F578CFA9CB1A,Miejsce ochronne,Obiekt ochrony ludności,,Tuliszków,pow. turecki,wielkopolskie,52.0815173764167,18.2981389509806,"ul. Kasztelana Zaremby 18, Tuliszków",Na żądanie
OZO-F38A033D3564,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.3492736455154,18.6149993629193,"ul. Kartuska 142, Gdańsk",Określone godziny
OZO-B0D108517502,Miejsce ochronne,Obiekt ochrony ludności,,Płock,Płock,mazowieckie,52.53570854647694,19.72819983959198,"ul. Górna 56, Płock",Na żądanie
OZO-B2CD8231C306,Miejsce ochronne,Obiekt ochrony ludności,,Września,pow. wrzesiński,wielkopolskie,52.3229802,17.5857656,"ul. Bolesława Chrobrego 18, Września",Całodobowa
OZO-238A30E68A50,Miejsce ochronne,Obiekt ochrony ludności,,Rybno,pow. działdowski,warmińsko-mazurskie,53.3240448174294,19.973274396142,"74, Koszelewy",Całodobowa
OZO-903F9E064132,Miejsce ochronne,Obiekt ochrony ludności,,Kolno,pow. olsztyński,warmińsko-mazurskie,53.9651720456828,20.9806243703055,"32, Górowo",Na żądanie
OZO-EC6F958F372A,Miejsce ochronne,Obiekt ochrony ludności,,Cedry Wielkie,pow. gdański,pomorskie,54.2554953119137,18.8520509082167,"ul. Leśna 16, Cedry Wielkie",Na żądanie
OZO-3632968BA901,Miejsce ochronne,Obiekt ochrony ludności,,Ciechanów,pow. ciechanowski,mazowieckie,52.88042945008242,20.60253828763962,"ul. Powstańców Warszawskich 24, Ciechanów",Na żądanie
OZO-51961978357B,Miejsce ochronne,Obiekt ochrony ludności,,Gostynin,pow. gostyniński,mazowieckie,52.41700866013514,19.457299394028343,"ul. Wspólna 31, Gostynin",Całodobowa
OZO-04889852E20A,Miejsce ochronne,Obiekt ochrony ludności,,Września,pow. wrzesiński,wielkopolskie,52.3216248,17.58434,"ul. Piastów 2, Września",Całodobowa
OZO-800E39149AE1,Miejsce ochronne,Obiekt ochrony ludności,,Mrocza,pow. nakielski,kujawsko-pomorskie,53.2393091524934,17.6077816786791,"ul. Postępu 4, Mrocza",Na żądanie
OZO-E40164317C8A,Miejsce ochronne,Obiekt ochrony ludności,,Nowy Dwór Mazowiecki,pow. nowodworski,mazowieckie,52.43602755,20.66831855,"ul. 29 Listopada 324, Nowy Dwór Mazowiecki",Na żądanie
OZO-B97B157E08D7,Miejsce ochronne,Obiekt ochrony ludności,,Kutno,pow. kutnowski,łódzkie,52.2415039957393,19.3505978515935,"ul. Stefanii Sempołowskiej 5, Kutno",Na żądanie
OZO-383B50611B19,Miejsce ochronne,Obiekt ochrony ludności,,Gostynin,pow. gostyniński,mazowieckie,52.4285672098617,19.468446778878,"ul. Andrzeja Czapskiego 4, Gostynin",Całodobowa
OZO-D1317BA1305C,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.42021436747107,18.475940823554996,"ul. Hery 12, Gdańsk",Na żądanie
OZO-802FB1BEE1D3,Miejsce ochronne,Obiekt ochrony ludności,,Lipusz,pow. kościerski,pomorskie,54.0984993807578,17.7881170185739,"ul. Młyńska 18, Lipusz",Na żądanie
OZO-DFC2A4423DBE,Miejsce ochronne,Obiekt ochrony ludności,,Koronowo,pow. bydgoski,kujawsko-pomorskie,53.3089831952513,17.9443917134518,"ul. Bukowa 2, Koronowo",Na żądanie
OZO-B3C9B7B76CB5,Miejsce ochronne,Obiekt ochrony ludności,,Pińczów,pow. pińczowski,świętokrzyskie,50.5144980831605,20.5482915418913,"ul. Generała Władysława Sikorskiego 5, Pińczów",Na żądanie
OZO-30C79BE14A56,Miejsce ochronne,Obiekt ochrony ludności,,Czernikowo,pow. toruński,kujawsko-pomorskie,52.937340606647,18.9956948329642,"4BL, Steklin",Na żądanie
OZO-89A3C8463E6C,Miejsce ochronne,Obiekt ochrony ludności,,Lipno,pow. lipnowski,kujawsko-pomorskie,52.8508065145219,19.1808411122987,"Osiedle Jagiellonów 8, Lipno",Na żądanie
OZO-8ACF0D12EC8A,Miejsce ochronne,Obiekt ochrony ludności,,Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,53.169078827270766,18.157496899366382,"ul. Galla Anonima 7A, Bydgoszcz",Na żądanie
OZO-2D347E07317B,Miejsce ochronne,Obiekt ochrony ludności,,Gdynia,Gdynia,pomorskie,54.5317883393084,18.4814735414097,"ul. Pelplińska 6, Gdynia",Całodobowa
OZO-446D27E9DF20,Miejsce ochronne,Obiekt ochrony ludności,,Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,53.133166,17.9147896,"ul. Augustyna i Romana Trägerów 1, Bydgoszcz",Na żądanie
OZO-0708DA6C2B07,Miejsce ochronne,Obiekt ochrony ludności,,Bydgoszcz,Bydgoszcz,kujawsko-pomorskie,53.128674029548,17.9873009131978,"ul. Śląska 7, Bydgoszcz",Określone godziny
OZO-329E4BFA7733,Miejsce ochronne,Obiekt ochrony ludności,,Konin,Konin,wielkopolskie,52.20163323272557,18.25169356370961,"ul. Podgórna 28b, Konin",Na żądanie
OZO-CC776583C941,Miejsce ochronne,Obiekt ochrony ludności,,Gdynia,Gdynia,pomorskie,54.478556625866204,18.502965420484546,"ul. Strzelców 48, Gdynia",Całodobowa
OZO-93FCAD43715A,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2248138149986,20.9912842625301,"al. Aleje Jerozolimskie 123A, Śródmieście",Na żądanie
OZO-788DDC90481E,Miejsce ochronne,Obiekt ochrony ludności,,Rypin,pow. rypiński,kujawsko-pomorskie,53.0646128999991,19.4187120999997,"ul. ks. Cz. Lissowskiego 2b, Rypin",Całodobowa
OZO-5431FA4DF573,Miejsce ochronne,Obiekt ochrony ludności,,Radzanów,pow. białobrzeski,mazowieckie,51.555514438661994,20.865853630679627,"92A, Radzanów",Na żądanie
OZO-8405401AC62E,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2338537416578,20.9841339946651,"ulica Grzybowska 78, Warszawa",Całodobowa
OZO-C245F7D08141,Miejsce ochronne,Obiekt ochrony ludności,,Bartoszyce,pow. bartoszycki,warmińsko-mazurskie,54.172263534052846,20.881536304950718,"1, Kosy",Na żądanie
OZO-18ED2BB89684,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.3314291814998,18.5671803772537,"ul. Jabłoniowa 17B, Gdańsk",Na żądanie
OZO-51B69BECAE0E,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2610869222605,20.9327762298904,"ulica Obrońców Tobruku 18C, Bemowo",Na żądanie
OZO-B3202BA5F65A,Miejsce ochronne,Obiekt ochrony ludności,,Koronowo,pow. bydgoski,kujawsko-pomorskie,53.2332758422458,17.8967220698673,"ul. Szkolna 7, Wtelno",Na żądanie
OZO-B9C77D6B976F,Miejsce ochronne,Obiekt ochrony ludności,,Ciechanów,pow. ciechanowski,mazowieckie,52.879095653297,20.61815813183785,"ul. Warszawska 33, Ciechanów",Na żądanie
OZO-BD97431B358A,Miejsce ochronne,Obiekt ochrony ludności,,Kartuzy,pow. kartuski,pomorskie,54.3262285715455,18.192750523543474,"ul. Zamkowa 29, Kartuzy",Na żądanie
OZO-9B6DE5D6E787,Miejsce ochronne,Obiekt ochrony ludności,,Lubawa,pow. iławski,warmińsko-mazurskie,53.5530162426488,19.8288908172398,"117, Grabowo",Na żądanie
OZO-D30448007254,Miejsce ochronne,Obiekt ochrony ludności,,Krośniewice,pow. kutnowski,łódzkie,52.2445809838774,19.1331280841013,"12, Głaznów",Całodobowa
OZO-35CB655C83E5,Miejsce ochronne,Obiekt ochrony ludności,,Gniewkowo,pow. inowrocławski,kujawsko-pomorskie,52.8902003656829,18.409291099645,"ul. Piasta 7, Gniewkowo",Określone godziny
OZO-AF94D6307F14,Miejsce ochronne,Obiekt ochrony ludności,,Żukowo,pow. kartuski,pomorskie,54.3581817071222,18.3717744697374,"ul. Jabłoniowa 11B, Żukowo",Na żądanie
OZO-CC28F1260399,Miejsce ochronne,Obiekt ochrony ludności,,Rypin,pow. rypiński,kujawsko-pomorskie,53.06925861,19.41878183,"ul. Wojska Polskiego 5, Rypin",Całodobowa
OZO-4ED99155B390,Miejsce ochronne,Obiekt ochrony ludności,,Janowiec Wielkopolski,pow. żniński,kujawsko-pomorskie,52.713497228843394,17.501877844333652,"24, Gącz",Całodobowa
OZO-EC18E8A85212,Miejsce ochronne,Obiekt ochrony ludności,,Warszawa,Warszawa,mazowieckie,52.1932474440863,20.9016432431069,"ulica Skoroszewska 2A, Warszawa",Na żądanie
OZO-184CC58B2A6D,Miejsce ochronne,Obiekt ochrony ludności,,Stupsk,pow. mławski,mazowieckie,53.04844302,20.39922768,"ul. Szkolna 22, Wyszyny Kościelne",Na żądanie
OZO-CC5606B34904,Miejsce ochronne,Obiekt ochrony ludności,,Brusy,pow. chojnicki,pomorskie,53.8826434838523,17.7151207636543,"ul. Wojska Polskiego 52, Brusy",Określone godziny
OZO-26D324CAE117,Miejsce ochronne,Obiekt ochrony ludności,,Susz,pow. iławski,warmińsko-mazurskie,53.76175827662604,19.36942436741608,"3, Kamieniec",Na żądanie
OZO-BA38665A3951,Miejsce ochronne,Obiekt ochrony ludności,,Braniewo,pow. braniewski,warmińsko-mazurskie,54.3856557968151,19.826899766922,"ul. Drewniana 15, Braniewo",Na żądanie
OZO-F8760793C792,Miejsce ochronne,Obiekt ochrony ludności,,Braniewo,pow. braniewski,warmińsko-mazurskie,54.3706391764966,19.8312713514684,"7, Rudłowo",Na żądanie
OZO-6285B7B23AFC,Miejsce ochronne,Obiekt ochrony ludności,,Gdynia,Gdynia,pomorskie,54.4645100594653,18.485451936721805,"ul. Waleriana Szefki 15, Gdynia",Całodobowa
OZO-BD83C921EB8A,Miejsce ochronne,Obiekt ochrony ludności,,Sompolno,pow. koniński,wielkopolskie,52.3414422309291,18.4925295101072,"ul. Kościelna 1a, Lubstów",Na żądanie
OZO-BF60BE22A068,Miejsce ochronne,Obiekt ochrony ludności,,Frombork,pow. braniewski,warmińsko-mazurskie,54.3540895696047,19.6868783715313,"Osiedle Słoneczne 13a, Frombork",Na żądanie
OZO-ED31E826C073,Miejsce ochronne,Obiekt ochrony ludności,,Frombork,pow. braniewski,warmińsko-mazurskie,54.3562549,19.6860137,"ul. Młynarska 1a, Frombork",Na żądanie
OZO-F93C7852B970,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2403945666944,20.894573869162,"ul. Górczewska 242, Bemowo",Na żądanie
OZO-9B817920E113,Miejsce ochronne,Obiekt ochrony ludności,,Płock,Płock,mazowieckie,52.55215586817673,19.6739736199379,"Al. Floriana Kobylińskiego 38, Płock",Całodobowa
OZO-435DA58DB9C4,Miejsce ochronne,Obiekt ochrony ludności,,Braniewo,pow. braniewski,warmińsko-mazurskie,54.3706549345084,19.8213083479346,"ul. gen. Grota Roweckiego 2, Braniewo",Na żądanie
OZO-F285D7201A25,Miejsce ochronne,Obiekt ochrony ludności,,Łomianki,pow. warszawski zachodni,mazowieckie,52.33833330307989,20.900290310382847,"ul. Krzysztofa Kamila Baczyńskiego 2, Łomianki",Całodobowa
OZO-7A813340BD47,Miejsce ochronne,Obiekt ochrony ludności,,Braniewo,pow. braniewski,warmińsko-mazurskie,54.3775157450271,19.8183531681737,"ul. 700-lecia 11, Braniewo",Na żądanie
OZO-B1E41090899C,Miejsce ochronne,Obiekt ochrony ludności,,Nowe Miasto Lubawskie,pow. nowomiejski,warmińsko-mazurskie,53.4267930002187,19.5904878543804,"ul. Działyńskich 18, Nowe Miasto Lubawskie",Całodobowa
OZO-D5D50AFF851E,Miejsce ochronne,Obiekt ochrony ludności,,Rogowo,pow. żniński,kujawsko-pomorskie,52.74900843659288,17.7094016969204,"17, Złotniki",Całodobowa
OZO-4A6772EDB913,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.1871647388615,20.8959427107572,"ulica Skoroszewska 22A, Warszawa",Na żądanie
OZO-2C33F2439775,Miejsce ochronne,Obiekt ochrony ludności,,Turek,pow. turecki,wielkopolskie,52.0140528483887,18.5188657847272,"Osiedle Wyzwolenia 8, Turek",Na żądanie
OZO-49667B3BA096,Miejsce ochronne,Obiekt ochrony ludności,,Pieniężno,pow. braniewski,warmińsko-mazurskie,54.3197591572183,20.0411774874434,"26, Białczyn",Na żądanie
OZO-D5C6A93551BD,Miejsce ochronne,Obiekt ochrony ludności,,Susz,pow. iławski,warmińsko-mazurskie,53.76537544508201,19.371695155146814,"20, Kamieniec",Na żądanie
OZO-26E567D51A85,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.4168899135171,18.5688568927787,"ul. Arenda Dickmana 14/15, Gdańsk",Na żądanie
OZO-7D35016EA817,Miejsce ochronne,Obiekt ochrony ludności,,Sopot,Sopot,pomorskie,54.4453224218649,18.567781660767928,"ul. Powstańców Warszawy 7, Sopot",Na żądanie
OZO-5E5F6E9AA80B,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2466633851857,20.9659647107897,"ul. Ostroroga Jana 27, Wola",Na żądanie
OZO-EBB83698AD75,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2345030999584,20.9791200142354,"ul. Jaktorowska 4, Wola",Na żądanie
OZO-D8416965F83F,Miejsce ochronne,Obiekt ochrony ludności,,Lubawa,pow. iławski,warmińsko-mazurskie,53.566611278457856,19.76934296240977,"123, Rożental",Na żądanie
OZO-B6BEFA3C1192,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2341715049689,20.9791425239426,"ulica Jaktorowska 5, Warszawa",Na żądanie
OZO-A4FF716BBC6D,Miejsce ochronne,Obiekt ochrony ludności,,Bobrowo,pow. brodnicki,kujawsko-pomorskie,53.2882083185797,19.2735096256805,"27, Bobrowo",Całodobowa
OZO-3F706EE3B863,Miejsce ochronne,Obiekt ochrony ludności,,Gdynia,Gdynia,pomorskie,54.5495095451606,18.5456973937004,"ul. Bosmańska 2, Gdynia",Całodobowa
OZO-5CE71EFD0514,Miejsce ochronne,Obiekt ochrony ludności,,Konin,Konin,wielkopolskie,52.22976430334259,18.279109591957678,"ul. Wyzwolenia 7, Konin",Na żądanie
OZO-DDC44A4E1019,Miejsce ochronne,Obiekt ochrony ludności,,Konin,Konin,wielkopolskie,52.22762034064129,18.276835081337268,"ul. Kardynała Stefana Wyszyńskiego 21, Konin",Na żądanie
OZO-1AD320F2D96D,Miejsce ochronne,Obiekt ochrony ludności,,Koronowo,pow. bydgoski,kujawsko-pomorskie,53.3080173904579,17.9407433224566,"ul. Pomianowskiego 10, Koronowo",Na żądanie
OZO-97186FF8C540,Miejsce ochronne,Obiekt ochrony ludności,,Gniezno,pow. gnieźnieński,wielkopolskie,52.5266985793257,17.5742607831835,"ul. Juliana Tuwima 6, Gniezno",Na żądanie
OZO-468F759C8F94,Miejsce ochronne,Obiekt ochrony ludności,,Osiek,pow. brodnicki,kujawsko-pomorskie,53.1666091766823,19.3858293239526,"83C, Osiek",Całodobowa
OZO-E20608D2B0A2,Miejsce ochronne,Obiekt ochrony ludności,,Potęgowo,pow. słupski,pomorskie,54.5051155180809,17.5286044629808,"13a, Skórowo",Określone godziny
OZO-0ACC2F8CE871,Miejsce ochronne,Obiekt ochrony ludności,,Olsztyn,Olsztyn,warmińsko-mazurskie,53.7428404782168,20.4765870967069,"ul. Gen. Stanisława Maczka 30, Olsztyn",Na żądanie
OZO-E0515C56E799,Miejsce ochronne,Obiekt ochrony ludności,,Gdynia,Gdynia,pomorskie,54.548814197061,18.5343361599574,"ul. Australijska 7, Gdynia",Całodobowa
OZO-D50D05102347,Miejsce ochronne,Obiekt ochrony ludności,,Gdynia,Gdynia,pomorskie,54.50017504414999,18.437000513076786,"ul. Czesława Niemena 2-4, Gdynia",Całodobowa
OZO-3F7123AB49AE,Miejsce ochronne,Obiekt ochrony ludności,,Płock,Płock,mazowieckie,52.503624827078,19.649446159601215,"ul. Góry 2, Płock",Na żądanie
OZO-3600C0AFFDE0,Miejsce ochronne,Obiekt ochrony ludności,,Łukta,pow. ostródzki,warmińsko-mazurskie,53.80640532,20.08029652,"ul. Kościelna 2B, Łukta",Określone godziny
OZO-8210854203E7,Miejsce ochronne,Obiekt ochrony ludności,,Susz,pow. iławski,warmińsko-mazurskie,53.764889981890036,19.369306223583763,"15, Kamieniec",Na żądanie
OZO-31AD3383A7B7,Miejsce ochronne,Obiekt ochrony ludności,,Turek,pow. turecki,wielkopolskie,52.0212198444552,18.5019761281986,"ul. Dworcowa 3, Turek",Na żądanie
OZO-A6EF22A46B68,Miejsce ochronne,Obiekt ochrony ludności,,Michałów,pow. pińczowski,świętokrzyskie,50.4857983176441,20.4579940533535,"87B, Michałów",Na żądanie
OZO-7ACBB7FB3E21,Miejsce ochronne,Obiekt ochrony ludności,,Frombork,pow. braniewski,warmińsko-mazurskie,54.3548990500394,19.6875623390798,"Osiedle Słoneczne 7b, Frombork",Na żądanie
OZO-F31A4227B111,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2302481593291,20.9862731643163,"Rondo Ignacego Daszyńskiego 1, Warszawa",Określone godziny
OZO-ABDEBF0231A4,Miejsce ochronne,Obiekt ochrony ludności,,Kutno,pow. kutnowski,łódzkie,52.24197552306591,19.349343180656437,"ul. Gen. Władysława Sikorskiego 9, Kutno",Na żądanie
OZO-D0898F14756C,Miejsce ochronne,Obiekt ochrony ludności,,Łysomice,pow. toruński,kujawsko-pomorskie,53.1148668835793,18.6316297688537,"24, Ostaszewo",Na żądanie
OZO-5C52EC10EEAB,Miejsce ochronne,Obiekt ochrony ludności,,Osiek,pow. brodnicki,kujawsko-pomorskie,53.1665395054061,19.3851484718888,"83E, Osiek",Całodobowa
OZO-7CD687A7F7D1,Miejsce ochronne,Obiekt ochrony ludności,,Cedry Wielkie,pow. gdański,pomorskie,54.2762210800876,18.8759878224869,"ul. Wiślana 3, Cedry Małe",Na żądanie
OZO-AEAE941C57F0,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.229317447612566,20.932849645614628,"ulica Fort Wola 12C, Wola",Na żądanie
OZO-96B5D473C805,Miejsce ochronne,Obiekt ochrony ludności,,Gniezno,pow. gnieźnieński,wielkopolskie,52.620033432683,17.6054681949595,"35, Modliszewko",Na żądanie
OZO-4AEEB419054E,Miejsce ochronne,Obiekt ochrony ludności,,Kraków,Kraków,małopolskie,50.0366597,19.93542996,"ul. Rydlówka 21F, Kraków",Na żądanie
OZO-C0AE745F871B,Miejsce ochronne,Obiekt ochrony ludności,,Toruń,Toruń,kujawsko-pomorskie,53.02553198274333,18.606774955987934,"ul. Józefa Wybickiego 20-20C, Toruń",Na żądanie
OZO-8FFFA3A7A360,Miejsce ochronne,Obiekt ochrony ludności,,Łęczyca,pow. łęczycki,łódzkie,52.0588900941127,19.1915075007778,"ul. Zachodnia 27, Łęczyca",Całodobowa
OZO-2972AEE8BFFE,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.3182626079387,20.9562062476558,"ul. Botewa Christa 4G, Białołęka",Na żądanie
OZO-0E3E8CD632C0,Miejsce ochronne,Obiekt ochrony ludności,,Kraków,Kraków,małopolskie,50.09205421703395,19.889305382967,"ul. Sosnowiecka 32E, Kraków",Na żądanie
OZO-C82981EF473D,Miejsce ochronne,Obiekt ochrony ludności,,Gdańsk,Gdańsk,pomorskie,54.30371070005229,18.61470758914948,"ul. Kazimierza Wielkiego 13, Gdańsk",Na żądanie
OZO-69C7EA918AFF,Miejsce ochronne,Obiekt ochrony ludności,,Jedwabno,pow. szczycieński,warmińsko-mazurskie,53.55279870746317,20.73988348245621,"2b, Burdąg",Na żądanie
OZO-2ADDAEA1CE54,Miejsce ochronne,Obiekt ochrony ludności,,Nieznana,Warszawa,mazowieckie,52.2541590759024,20.9986491631072,"ulica Muranowska 2, Warszawa",Określone godziny
OZO-07DED42A55D6,Miejsce ochronne,Obiekt ochrony ludności,,Golub-Dobrzyń,pow. golubsko-dobrzyński,kujawsko-pomorskie,53.1046257298161,19.0527389707627,"ul. Adama Mickiewicza 8, Golub-Dobrzyń",Na żądanie
